Author_id,Name
373,Carol Devine Carson
374,Barbara Delinsky
375,P. D. James
376,Arthur W. Upfield
377,Christopher Rice
378,Rex Stout
379,Joan Anderson
380,Vance Havner
381,Warren W. Wiersbe
382,Max Lucado
383,Larry Crabb
384,Barry Neil Kaufman
385,Bob Sjogren
386,Frederick J. Moody
387,Neal Pirolo
388,William Sleator
389,Antoine De Saint-Exupery
390,Richard Bach
391,Kevin Sullivan
392,Michele Morgan
393,Scott Cunningham
394,David Allen Hulse
395,Richard Webster
396,Bernard King
397,Pat Hutchins
398,William Shakespeare
399,Roma Gill
400,Melissa McClone
401,Cheryl St. John
402,Lewis Carroll
403,Martin Gardner
404,Mark Twain
405,Mary Crow Dog
406,Richard Erdoes
407,Linda Gordon
408,Florence King
409,Alice Sebold
410,Spalding Gray
411,Thomas Harris
412,Edward Rutherfurd
413,Margaret Atwood
414,Dorothy Allison
415,Maya Angelou
416,Edith Wharton
417,Mary Brave Bird
418,John G. Neihardt
419,Vine Deloria Jr.
420,Roland Warren
421,Johnny Molloy
422,James McCourt
423,Wayne Koestenbaum
424,Elizabeth Wurtzel
425,Bill Bradley
426,Don Miguel Ruiz
427,Paul Lester
428,Leo Tolstoy
429,Simon Nye
430,Robert A Johnson
431,Marc Gascoigne
432,Stephanie Maze
433,Sandra Dallas
434,Anne McCaffrey
435,David Gemmell
436,Laura Zigman
437,Margaret Truman
438,Mark C. Young
439,Paula Danziger
440,Tony Ross
441,Richard A. Lupoff
442,Bruce Coville
443,Carrie A. Bebris
444,Ellen Carol Dubois
445,Candice F. Ransom
446,Sam Bobrick
447,Julie Stein
448,Price Stern Sloan
449,Anna
450, And Vogel
451, Malvina (Editor) Sewell
452,Marian Leighton
453,Donna K. Grosvenor
454,James L. Stanfield
455,Mary Wollstonecraft Shelley
456,D. J. Arneson
457,Eva Clif
458,Valerie Block
459,Luanne Rice
460,Ellen Gilchrist
461,Tim Gautreaux
462,Richard Russo
463,Jostein Gaarder
464,Anna Quindlen
465,Diane Johnson
466,Wally Lamb
467,Adeline Yen Mah
468,Barbara Ehrenreich
469,Dorothy Dunnett
470,John LeCarre
471,Singer Media Corporation
472,Emily Dickinson
473,Hazel Harrison
474,Joseph Girzone
475,Joseph F. Girzone
476,Lorraine Anderson
477,Ad Hudler
478,Josephine Carlton
479,Ted L. Nancy
480,Jerry Seinfeld
481,Francis Wheen
482,Ellen Rimbauer
483,Joyce Reardon
484,Steven Rimbauer
485,Sidney Sheldon
486,Christopher Moore
487,Pamela Johnson
488,Robert Lacey
489,Tim Dorsey
490,Jodi Compton
491,Elmore Leonard
492,Lynn Coady
493,John Lawton
494,Eileen Yin-Fei Lo
495,Tilden Edwards
496,Vikram Seth
497,Elizabeth Gaskell
498,Elizabeth Porges Watson
499,Anita Diamant
500,Lauren Haney
501,Gerald Stern
502,Martha Grimes
503,Henry James
504,Sarah Orne Jewett
505,William Carlos Williams
506,Rh Value Publishing
507,Harry Kemelman
508,Mil Millington
509,Suzanne G. Farnham
510,Joseph P. Gill
511,R. Taylor McLean
512,Czeslaw Milosz
513,Margaret Guenther
514,Roberto Juarroz
515,Mary Crow
516,Hans Kmoch
517,Barnie F. Winkelman
518,Emma Mclaughlin
519,Nicola Kraus
520,Paul Jennings
521,Mark E. Neely Jr.
522,Stephen J. Weininger
523,Frank R. Stermitz
524,Larry Katzenstein
525,David Steinman
526,Alfie Kohn
527,Paula Polk Lillard
528,David Lewis
529,Billie Livingston
530,Adele Lang
531,Jen Banbury
532,Patricia Daniels Cornwell
533,Catherine Coulter
534,Dominick Dunne
535,Clive Cussler
536,John Pascal
537,Carl Hiaasen
538,Diane Stevenson
539,Jonathan Safran Foer
540,Francesca Marciano
541,Julia Glass
542,Tawni O'Dell
543,Jennifer Weiner
544,Danielle Steel
545,Leon Hale
546,Russell Banks
547,Samuel Taylor Coleridge
548,BRADLEY P WARSHAUER
549,Bradley P. Warshauer
550,Bobbie Ann Mason
551,Karen Robards
552,Emma Lathen
553,Faye Kellerman
554,Jacquelyn Mitchard
555,Diane Mott Davidson
556,Candace Bushnell
557,Kristin Hannah
558,Michael Marshall
559,Allen Widome
560,Wilbur Smith
561,Mike Thaler
562,Jared Lee
563,Michael Slade
564,John Sandford
565,John Camp
566,Tami Hoag
567,Ted Dekker
568,Angela Hunt
569,C. S. Lewis
570,C. S Lewis
571,Will Eisner
572,Robin Cook
573,E. Lynn Harris
574,Linda Goodman
575,Anne Rice
576,Judith Rossner
577,Marilyn French
578,Wayne W. Dyer
579,Armistead Maupin
580,Julie Morgenstern
581,Peter Straub
582,James Maybrick
583,Shirley Harrison
584,Barbara Taylor Bradford
585,Lisa Jackson
586,Sharyn McCrumb
587,Cokie Roberts
588,Shana Corey
589,Mark Teague
590,Jesse S. Ostrow
591,Charles Shaw
592,Justine Korman
593,Bill Langley
594,Ron Dias
595,Walt Disney P
596,Patricia Reilly Giff
597,Beverly Cleary
598,K.A. Applegate
599,Jane Yolen
600,Golden Books
601,Marvin Miller
602,Craig Boldman
603,H. G. Wells
604,Raymond James
605,Jim Deal
606,Bobbie Kalman
607,Mercedes Lackey
608,Dorothy Gilman
609,MoveOn.org
610,Christopher Finch
611,Charles Frazier
612,Julia Spencer-Fleming
613,Fannie Flagg
614,Laura Ingall Wilder
615,Brooke Zimmer
616,John Fontana
617,Lisa Gardner
618,Tracy Dockray
619,Gertrude Chandler Warner
620,Lynn S. Hightower
621,Eric Schlosser
622,Suzanne Brockmann
623,Gail Carson Levine
624,Frances Kuffel
625,Susan Conant
626,David Schickler
627,Judith McNaught
628,JANET EVANOVICH
629,Sylvia Plath
630,Ilona Koidahl
631,Fern Michaels
632,Betsy Byars
633,Bruce Sterling
634,Sarah Ban Breathnach
635,Alice Hoffman
636,Lisa Scottoline
637,Spencer Johnson
638,Kenneth Blanchard
639,David Feldman
640,Kas Schwan
641,Richard Bausch
642,Katie Fforde
643,James Burke
644,Bliss Broyard
645,Sara Paretsky
646,Charles Webb
647,Elizabeth Benedict
648,Stanley Morison; Brooke Crutchley (editor); Mike P
649,Henry Miller
650,David Whyte
651,Thomas Cummings
652,Warren Bennis
653,Gretchen M. Spreitze
654,Martha Beck
655,Desmond Tutu
656,Clayborne Carson
657,Kris Shepard
658,Andrew Young
659,Jack Kerouac
660,Ann Charters
661,Martin Buber
662,Walter Kaufmann
663,Niccolò Machiavelli
664,N. H. Thompson
665,Paul Monette
666,Ernest Hemingway
667,Melody Carlson
668,Alisa Kwitney
669,Billie Letts
670,Melissa Bank
671,Rena Kornreich Gelissen
672,Heather Dune Macadam
673,Moon Unit Zappa
674,Ted Mooney
675,Susan Wiggs
676,Gwyn Hyman Rubio
677,Elisabeth Robinson
678,Audrey Niffenegger
679,Tim Farrington
680,Chaim Potok
681,Scott Spencer
682,V. S. Naipaul
683,Jean Giono
684,Anne-Marie Marina-Médiavilla
685,Alain-Fournier
686,Daniel Leuwers
687,Erich Maria Remarque
688,Alzir Hella
689,Olivier Bournac
690,Roy Lewis
691,René Barjavel
692,Alexandra David-Néel
693,Charles Baudelaire
694,Marie-Jeanne Durry
695,Yves Florenn
696,Jacques Chambon
697,Henri Robillot
698,Radiguet
699,Emile Zola
700,Henri Mitterand
701,Willi Glasauer
702,Louis Pergaud
703,Collectif
704,Robert A. (Anson) Heinlein
705,Sten Nadolny
706,Cheryl Benard
707,Edit Schlaffer
708,Christa Wichterich
709,John Blofeld
710,Christine Obbo
711,Peter B Heim
712,Hera Lind
713,Jane Hamilton
714,Jack Higgins
715,Max Allan Collins
716,David Guterson
717,Bernhard Schlink
718,Carol Brown Janeway
719,Eric Jerome Dickey
720,Patricia Gaffney
721,Richard Paul Evans
722,Marc Levy
723,Laney Katz Becker
724,Vladimir Nabokov
725,Jennifer Lauck
726,Joe Keenan
727,Jeanne Ray
728,Tony Parsons
729,Jane McCafferty
730,Laura Esquivel
731,Cathleen Toelke
732,Carol &amp; Thomas
733,J.R.R. Tolkien
734,Venise Berry
735,Jan Karon
736,Cormac McCarthy
737,Carol Higgins Clark
738,Andrew Gross
739,Travis Thrasher
740,John McEnroe
741,John Kaplan
742,Sally Mandel
743,Linda Lay Shuler
744,Janet Dailey
745,Claude Lanzmann
746,Simone De Beauvoir
747,Lemony Snicket
748,Brett Helquist
749,Matthew Thomas
750,Boris Vian
751,Noël Arnaud
752,Claude Couffon
753,Luis Sepulveda
754,Hubert Selby
755,Jacob Weisberg
756,David Lodge
757,Lily Seafield
758,Philip Ardagh
759,Iain Banks
760,David Crombie
761,John Steinbeck
762,Michael O'Mara
763,Richard Brassey
764,William Vance
765,Jean Van Hamme
766,R. W. Holder
767,From The Editors Of Southwater
768,Bernard Werber
769,Andy Sloss
770,Allan Zola Kronzek
771,Elizabeth Kronzek
772,Charles L Squire
773,Gordon Jarvie
774,Alan Spence
775,Helene Siegel
776,Karen Gillingham
777,A A Milne
778,A. A. Milne
779,Eric Thompson
780,Elizabeth Strout
781,David Sedaris
782,Leslie Feinberg
783,Chris Anne Wolfe
784,Lauren Sanders
785,Gael Baudino
786,Lauren Maddison
787,Carol Anshaw
788,Jean Stewart
789,Emma Donoghue
790,Deborah E. McDowell
791,Karen X. Tulchinsky
792,Jill Thompson
793,Jody Seay
794,Manda Scott
795,Jeff Foxworthy
796,Terry Brooks
797,A.C. Crispin
798,Madelyn Arnold
799,Tamora Pierce
800,Carolyn Chute
801,Sara Orwig
802,Melisa Michaels
803,Isobel Bird
804,Frederik Pohl
805,C. M. Kornbluth
806,Vonda McIntyre
807,John Varley
808,Nancy Garden
809,Nicola Griffith
810,Julie Campbell
811,Lee Smith
812,Jacqueline Woodson
813,Pat Summitt
814,Richard Belzer
815,Nick Hornby
816,Colleen McCullough
817,Andrew L Johnson
818,Marian Babson
819,Kathleen O'Neal Gear
820,W. Michael Gear
821,Paul Phifer
822,Peter Hoeg
823,Erma Bombeck
824,John Mortimer
825,E.L. Doctorow
826,Simon Schama
827,Frank Waters
828,Karen Hesse
829,Kenneth Oppel
830,S.D. Schindler
831,Carol Ryrie Brink
832,Richard Mantel
833,K. A. Applegate
834,Pauline Baynes
835,Shelly Roberts
836,Diane Duane
837,Carolee Brockman
838,Rachel Roberts
839,Shelley Roberts
840,Lensey Namioka
841,Jackie Eileen Behrend
842,Andrew Clements
843,Brian Selznick
844,Lois Lowry
845,Brother Yun
846,Paul Hattaway
847,Katherine Khodorowsky
848,Milena Moser
849,Patricia Highsmith
850,Gabriele Conrad
851,Lore Straßl
852,Jürgen Speh
853,Till R. Lohmeyer
854,Gabriele
855,Stephen R. Donaldson
856,Todd Herzog
857,Sander Gilman
858,John Borneman
859,Robert S. McElvaine
860,Bram Stoker
861,Michael A. Stackpole
862,Langston Hughes
863,Carol Matthews
864,Carole Matthews
865,Jacqueline L. Tobin
866,Raymond G. Dobard
867,Maude S. Wah
868,Marion Zimmer Bradley
869,Andrei Codrescu
870,Carolyne Aarsen
871,Jack Chapman
872,Anthony J Alessandra
873,Charles R Swindoll
874,Orson Scott Card
875,V. A. Howard
876,J. H. Barton
877,Steve Pieczenik
878,Walter P. Wilson
879,Bruce Fries
880,Marty Fries
881,Rush Limbaugh
882,Anne Dingus
883,Kate Chopin
884,Kirk Kazanjian
885,Donald Merriam Allen
886,William R. Maples
887,Michael Browning
888,Carl Hausman
889,Richard Peck
890,Michael Connelly
891,John Lescroart
892,John Jakes
893,Alice McDermott
894,Hilary Bailey
895,Howard Fast
896,Jessica Fletcher
897,Donald Bain
898,Eileen Goudge
899,Arnette Lamb
900,Piers A. Jacob
901,Michael Schulte
902,Walter Cronkite
903,Tom Mula
904,Lois Faye Dyer
905,Sharon Lamb
906,Sir Arthur Conan Doyle
907,Agatha Christie
908,Mark Cohen
909,Sherry Shahan
910,Betsy Haynes
911,Helen R. Myers
912,Della Rowland
913,Irving Adler
914,Elizabeth Peters
915,Shirlee Busbee
916,Emily Brontë
917,Frank Peretti
918,John A. Keel
919,Jan Gabriel
920,Rebecca Winters
921,Meg Cabot
922,Tanith Lee
923,Cathy Thacker
924,Richard Burton
925,Beverly Hastings
926,Savinien Cyrano De Bergerac
927,G. Strachan
928,James C. Robertson
929,Teresa Southwick
930,Barbara H. Solomon
931,Judith Guest
932,Sandra Field
933,Helen Brooks
934,Blanche Fisher Wright
935,Blanche Fish Wright
936,George Gately
937,Dean R. Koontz
938,James Lee Burke
939,Michael Chabon
940,Barbara Michaels
941,Norton Juster
942,Jules Feiffer
943,Michael Blake
944,John Bellairs
945,Carole Nelson Douglas
946,William Goldman
947,Marc Reisner
948,Mark Bowden
949,Jonathan Pearce
950,Emily Bronte
951,Alain De Botton
952,Chuck Palahniuk
953,E. Annie Proulx
954,Adam Davies
955,Harry M. Walker
956,Nicholas Evans
957,L.M. Montgomery
958,Hermann Vinke
959,David Mitchell
960,Charles Bukowski
961,Haruki Murakami
962,Jay Rubin
963,Frances Hodgson Burnett
964,Gabriela Dellosso
965,Patricia C. Wrede
966,Jack London
967,Alex Kershaw
968,Bruce Wilkinson
969,David Kopp
970,Malcolm Goodway
971,Ann-Marie MacDonald
972,Linda Howard
973,Sue Miller
974,Sheri S. Tepper
975,Dr. Seuss
976,Theodor Seuss Geisel
977,Tobias Wolff
978,Isaac Bashevis Singer
979,Maurice Sendak
980,Gary Zukav
981,Alfred H. Kelly
982,Herman Belz
983,Winifred A. Harbison
984,John M. Cooper
985,D. S. Hutchinson
986,John M. Coop
987,B Kliban
988,Judy Blunt
989,William Trevor
990,Alice Walker
991,Stephen Gazi
992,Wallace Stegner
993,Don DeLillo
994,Ralph Ellison
995,Shel Silverstein
996,Jhumpa Lahiri
997,Liz Trigg
998,Tessa Evelegh
999,Stewart Walton
1000,Sally Walto
1001,Charles Sullivan
1002,Tom Robbins
1003,Ursula Hegi
1004,Samuel Richardson
1005,George Sherburn
1006,Valerie Martin
1007,Gill Farrer-Halls
1008,John Mordock
1009,Myron Korach
1010,Susan Bowes
1011,Diana Gabaldon
1012,Zadie Smith
1013,Natalie Goldberg
1014,Sue Grafton
1015,William J. Kennedy
1016,Bob Shacochis
1017,Randy Alcorn
1018,Nancy Cobb
1019,Connie Grigsby
1020,Margriet De Moor
1021,Helga Van Beuningen
1022,Dale Carnegie
1023,Clifford Stoll
1024,Sandra Cisneros
1025,Gary Paulsen
1026,Marguerite Henry
1027,Wesley Dennis
1028,Sherry Garland
1029,Ann Druyan
1030,Kimberly Kirberger
1031,Ariella Papa
1032,Michael J. Rosen
1033,Dawn Chipman
1034,Pamela Nelson
1035,Mari Florence
1036,Naomi Wax
1037,Shannon Olson
1038,Naylor
1039,Karen Stolz
1040,Clare Naylor
1041,Stephen Chbosky
1042,Margaret Weis
1043,Tracy Hickman
1044,Ivan Doig
1045,Margaret Sayers Peden
1046,Sylvia Nasar
1047,Ha Jin
1048,Elizabeth Laird
1049,Harlan Ellison
1050,Margaret Sayers Peden From The Span
1051,David M. Gitlitz
1052,Dr. Linda Kay Davidson
1053,Wolfgang Hohlbein
1054,Christoph Hein
1055,Gaby Hauptmann
1056,Carolyn See
1057,Christa Wolf
1058,Thomas Brussig
1059,Piers Vitebsky
1060,Christopher A. Weidner
1061,Robert Silverberg
1062,Gabriele Haefs
1063,Christopher Tolkien
1064,H.P. Lovecraft
1065,Pamela Grim
1066,Arthur C. Clarke
1067,Jay Bennett
1068,J. Applegate
1069,Michael J. Straczynski
1070,John Myers Myers
1071,Reay Tannahill
1072,Jack Whyte
1073,STEPHEN R. DONALDSON
1074,Peter Matthiessen
1075,Paul Kent
1076,Robin McKinley
1077,Patricia McKillip
1078,Joan Vinge
1079,James
1080,Hank Whittemore
1081,Caroline Hebard
1082,Ellyn Satter
1083,Bill Brittain
1084,August Wilson
1085,Marilynne Robinson
1086,Sigrid Nunez
1087,Paul Auster
1088,Amanda Scott
1089,John Fowles
1090,Fodor's
1091,A'Lelia Bundles
1092,Dorothy L. Sayers
1093,Jude Deveraux
1094,Anne Morrow Lindbergh
1095,Laurie R. King
1096,Jeanne DuPrau
1097,Louise Erdrich
1098,Melinda Haynes
1099,Belle Yang
1100,Carol Shields
1101,Tim Powers
1102,Jean Lorrah
1103,John Beer
1104,Cordula Swoboda Herzog
1105,Barbara Erskine
1106,Annegrit Arens
1107,Susanne Höbel
1108,Hans J. Alpers
1109,Jerome D. Salinger
1110,Hermann Hesse
1111,Claudia Von Zglinicki
1112,Thorsten Futh
1113,Linda Lael Miller
1114,Anna Jennet
1115,Elaine Crawford
1116,Dian
1117,Jane Feather
1118,William R. Forstchen
1119,Spider Robinson
1120,Dennis L. McKiernan
1121,Rush
1122,Lionel Fenn
1123,Carole Halston
1124,Christine Rimmer
1125,BJ James
1126,Truman Capote
1127,Beth Nimmo
1128,Darrell Scott
1129,Steve Rabey
1130,Johann Wolfgang Von Goethe
1131,Michael Hulse
1132,Michael H
1133,Thomas Elsaesser
1134,Adrian Plass
1135,Bridget Plass
1136,Frank Mccourt
1137,Stephen Quirke
1138,James Herbert
1139,William Sutcliffe
1140,JANOSCH
1141,Jean De Brunhoff
1142,Jean DeBrunhoff
1143,Philippe Fix
1144,Claudia Keller
1145,F. Paul Wilson
1146,Wulf Bergner
1147,Arnold A. Lazarus
1148,Clifford N. Lazarus
1149,Christoph Tr
1150,Clarissa Pinkola Estés
1151,Mascha Rabben
1152,Virginia Allen Jensen
1153,Dorcas Woodbury Haller
1154,Janosch
1155,John Paul Allen
1156,Alan M. Clark
1157,Hubert Jr Selby
1158,G. B. Trudeau
1159,Gary Larson
1160,Garrison Keillor
1161,Berke Breathed
1162,Barbara Ann Kipfer
1163,Stephen Fried
1164,George Stephanopoulos
1165,Rita Mae Brown
1166,Elaine Showalter
1167,Elaine Showalte
1168,Cornelia Funke
1169,Oliver Latsch
1170,Stan Lee
1171,J Kirby
1172,Camille Paglia
1173,James Kahn
1174,Devra Newberger Speregen
1175,Richard
1176,James McBride
1177,Louis Sachar
1178,Adam Mccauley
1179,ANNE MCCAFFREY
1180,Eric Van Lustbader
1181,Robert Asprin
1182,B.M. Mooyaart
1183,Eleanor Roosevelt
1184,Marshall Govindan
1185,Nomi Eve
1186,Bruce Catton
1187,William Gibson
1188,Clement Eaton
1189,H.G. Wells
1190,Darrell K. Sweet
1191,Judy Collins
1192,Oliver Sacks
1193,Annette Broadrick
1194,Rachel Cohn
1195,Carolyn Keene
1196,Rachel Naomi Remen
1197,Jayne Ann Krentz
1198,Joan Smith
1199,Kaye Gibbons
1200,Bryn C. Collins
1201,Peter Jennings
1202,Todd Brewster
1203,Eliza Osborne
1204,Howard Norman
1205,John Griesemer
1206,Marly A. Swick
1207,John L'Heureux
1208,Molly Ivins
1209,Forrest Carter
1210,Umberto Eco
1211,Greg Bear
1212,Kathy Reichs
1213,Jeffrey Deaver
1214,Martin Cruz Smith
1215,V.C. Andrews
1216,Stephen Hill
1217,E.W. Heine
1218,Donna Fletcher
1219,Jeanne Larsen
1220,Bari Wood
1221,James Gould Cozzens
1222,Reidar Jonsson
1223,Marianne Ruuth
1224,June Vendall Clark
1225,Robert Reilly
1226,Kem Nunn
1227,Larry King
1228,Ernest J. Gaines
1229,Anne Lamott
1230,Bret Lott
1231,Zora Neale Hurston
1232,Jude Fisher
1233,Salman Rushdie
1234,G. P. Taylor
1235,Bill Bryson
1236,Ron Walotsky
1237,Judy Astley
1238,Roger E. Allen
1239,Margaret Tempest
1240,Maureen Bradley
1241,James Barclay
1242,Kahlil Gibran
1243,LIBBY PURVES
1244,Jane Kirkpatrick
1245,Tess Gerritsen
1246,Olive Ann Burns
1247,Michael Ende
1248,Ralph Manheim
1249,Annie Proulx
1250,Corrie Ten Boom
1251,John Sherrill
1252,Elizabeth Sherrill
1253,Bodie Thoene
1254,Brock Thoene
